split,class_name,label,filename,src_path,dst_path,hil_subset
train,Class1,0,Placas11162.jpg,data/processed/160x120/Class1/Placas11162.jpg,data/splits/train/Class1/Placas11162.jpg,0
train,Class1,0,placas1713.jpg,data/processed/160x120/Class1/placas1713.jpg,data/splits/train/Class1/placas1713.jpg,0
train,Class1,0,placas1134.jpg,data/processed/160x120/Class1/placas1134.jpg,data/splits/train/Class1/placas1134.jpg,0
train,Class1,0,placaas10654.jpg,data/processed/160x120/Class1/placaas10654.jpg,data/splits/train/Class1/placaas10654.jpg,0
train,Class1,0,Placass11163.jpg,data/processed/160x120/Class1/Placass11163.jpg,data/splits/train/Class1/Placass11163.jpg,0
train,Class1,0,plaacaas1243(1).jpg,data/processed/160x120/Class1/plaacaas1243(1).jpg,data/splits/train/Class1/plaacaas1243(1).jpg,0
train,Class1,0,placas1665.jpg,data/processed/160x120/Class1/placas1665.jpg,data/splits/train/Class1/placas1665.jpg,0
train,Class1,0,Placasm11189.jpg,data/processed/160x120/Class1/Placasm11189.jpg,data/splits/train/Class1/Placasm11189.jpg,0
train,Class1,0,Placasm10791.jpg,data/processed/160x120/Class1/Placasm10791.jpg,data/splits/train/Class1/Placasm10791.jpg,0
train,Class1,0,Placass11559.jpg,data/processed/160x120/Class1/Placass11559.jpg,data/splits/train/Class1/Placass11559.jpg,0
train,Class1,0,placas1178.jpg,data/processed/160x120/Class1/placas1178.jpg,data/splits/train/Class1/placas1178.jpg,0
train,Class1,0,Placass10830.jpg,data/processed/160x120/Class1/Placass10830.jpg,data/splits/train/Class1/Placass10830.jpg,0
train,Class1,0,Placass10591.jpg,data/processed/160x120/Class1/Placass10591.jpg,data/splits/train/Class1/Placass10591.jpg,0
train,Class1,0,placaas10260.jpg,data/processed/160x120/Class1/placaas10260.jpg,data/splits/train/Class1/placaas10260.jpg,0
train,Class1,0,Placass10041.jpg,data/processed/160x120/Class1/Placass10041.jpg,data/splits/train/Class1/Placass10041.jpg,0
train,Class1,0,Placass10420.jpg,data/processed/160x120/Class1/Placass10420.jpg,data/splits/train/Class1/Placass10420.jpg,0
train,Class1,0,placas1560.jpg,data/processed/160x120/Class1/placas1560.jpg,data/splits/train/Class1/placas1560.jpg,0
train,Class1,0,Placas11457.jpg,data/processed/160x120/Class1/Placas11457.jpg,data/splits/train/Class1/Placas11457.jpg,0
train,Class1,0,placas1339.jpg,data/processed/160x120/Class1/placas1339.jpg,data/splits/train/Class1/placas1339.jpg,0
train,Class1,0,placas1408.jpg,data/processed/160x120/Class1/placas1408.jpg,data/splits/train/Class1/placas1408.jpg,0
train,Class1,0,Placass11477.jpg,data/processed/160x120/Class1/Placass11477.jpg,data/splits/train/Class1/Placass11477.jpg,0
train,Class1,0,Placass11295.jpg,data/processed/160x120/Class1/Placass11295.jpg,data/splits/train/Class1/Placass11295.jpg,0
train,Class1,0,Placass10838.jpg,data/processed/160x120/Class1/Placass10838.jpg,data/splits/train/Class1/Placass10838.jpg,0
train,Class1,0,placas1298.jpg,data/processed/160x120/Class1/placas1298.jpg,data/splits/train/Class1/placas1298.jpg,0
train,Class1,0,Placass10392.jpg,data/processed/160x120/Class1/Placass10392.jpg,data/splits/train/Class1/Placass10392.jpg,0
train,Class1,0,placas1653.jpg,data/processed/160x120/Class1/placas1653.jpg,data/splits/train/Class1/placas1653.jpg,0
train,Class1,0,Placass11226.jpg,data/processed/160x120/Class1/Placass11226.jpg,data/splits/train/Class1/Placass11226.jpg,0
train,Class1,0,Placass10567.jpg,data/processed/160x120/Class1/Placass10567.jpg,data/splits/train/Class1/Placass10567.jpg,0
train,Class1,0,Placass11381.jpg,data/processed/160x120/Class1/Placass11381.jpg,data/splits/train/Class1/Placass11381.jpg,0
train,Class1,0,placas1417.jpg,data/processed/160x120/Class1/placas1417.jpg,data/splits/train/Class1/placas1417.jpg,0
train,Class1,0,placas1734.jpg,data/processed/160x120/Class1/placas1734.jpg,data/splits/train/Class1/placas1734.jpg,0
train,Class1,0,placaas10174.jpg,data/processed/160x120/Class1/placaas10174.jpg,data/splits/train/Class1/placaas10174.jpg,0
train,Class1,0,Placass10785.jpg,data/processed/160x120/Class1/Placass10785.jpg,data/splits/train/Class1/Placass10785.jpg,0
train,Class1,0,Placass10335.jpg,data/processed/160x120/Class1/Placass10335.jpg,data/splits/train/Class1/Placass10335.jpg,0
train,Class1,0,placaas10991.jpg,data/processed/160x120/Class1/placaas10991.jpg,data/splits/train/Class1/placaas10991.jpg,0
train,Class1,0,Placass11483.jpg,data/processed/160x120/Class1/Placass11483.jpg,data/splits/train/Class1/Placass11483.jpg,0
train,Class1,0,Placass11604.jpg,data/processed/160x120/Class1/Placass11604.jpg,data/splits/train/Class1/Placass11604.jpg,0
train,Class1,0,Placas11259.jpg,data/processed/160x120/Class1/Placas11259.jpg,data/splits/train/Class1/Placas11259.jpg,0
train,Class1,0,placas1062.jpg,data/processed/160x120/Class1/placas1062.jpg,data/splits/train/Class1/placas1062.jpg,0
train,Class1,0,Placass10118.jpg,data/processed/160x120/Class1/Placass10118.jpg,data/splits/train/Class1/Placass10118.jpg,0
train,Class1,0,placaas10961.jpg,data/processed/160x120/Class1/placaas10961.jpg,data/splits/train/Class1/placaas10961.jpg,0
train,Class1,0,placaas10766.jpg,data/processed/160x120/Class1/placaas10766.jpg,data/splits/train/Class1/placaas10766.jpg,0
train,Class1,0,Placas11280.jpg,data/processed/160x120/Class1/Placas11280.jpg,data/splits/train/Class1/Placas11280.jpg,0
train,Class1,0,Placass11096.jpg,data/processed/160x120/Class1/Placass11096.jpg,data/splits/train/Class1/Placass11096.jpg,0
train,Class1,0,Placass10437.jpg,data/processed/160x120/Class1/Placass10437.jpg,data/splits/train/Class1/Placass10437.jpg,0
train,Class1,0,placaas10123.jpg,data/processed/160x120/Class1/placaas10123.jpg,data/splits/train/Class1/placaas10123.jpg,0
train,Class1,0,placaas10585.jpg,data/processed/160x120/Class1/placaas10585.jpg,data/splits/train/Class1/placaas10585.jpg,0
train,Class1,0,Placasm10682.jpg,data/processed/160x120/Class1/Placasm10682.jpg,data/splits/train/Class1/Placasm10682.jpg,0
train,Class1,0,plaacaas1173.jpg,data/processed/160x120/Class1/plaacaas1173.jpg,data/splits/train/Class1/plaacaas1173.jpg,0
train,Class1,0,Placass10921.jpg,data/processed/160x120/Class1/Placass10921.jpg,data/splits/train/Class1/Placass10921.jpg,0
train,Class1,0,placaas10905.jpg,data/processed/160x120/Class1/placaas10905.jpg,data/splits/train/Class1/placaas10905.jpg,0
train,Class1,0,Placas11390.jpg,data/processed/160x120/Class1/Placas11390.jpg,data/splits/train/Class1/Placas11390.jpg,0
train,Class1,0,placas1073.jpg,data/processed/160x120/Class1/placas1073.jpg,data/splits/train/Class1/placas1073.jpg,0
train,Class1,0,placaas11236.jpg,data/processed/160x120/Class1/placaas11236.jpg,data/splits/train/Class1/placaas11236.jpg,0
